round_idx,kind,cycles
5416,invalid,59835
5417,valid,59822
5418,invalid,59819
5419,invalid,59804
5420,valid,59762
5421,valid,59742
5422,valid,59799
5423,valid,59827
5424,valid,59806
5425,valid,61095
5426,valid,59740
5427,invalid,59854
5428,valid,60067
5429,valid,59893
5430,invalid,59859
5431,valid,59743
5432,invalid,59806
5433,invalid,59806
5434,valid,59805
5435,invalid,60355
5436,valid,59800
5437,invalid,59761
5438,invalid,59818
5439,valid,59771
5440,valid,59753
5441,valid,59775
5442,valid,59786
5443,invalid,59892
5444,invalid,59787
5445,valid,60414
5446,valid,59863
5447,invalid,59824
5448,valid,59837
5449,invalid,59590
5450,valid,60880
5451,valid,59798
5452,invalid,59727
5453,valid,59783
5454,invalid,59777
5455,valid,59839
5456,invalid,59802
5457,valid,59831
5458,invalid,60504
5459,valid,59829
5460,valid,59760
5461,invalid,59815
5462,valid,59779
5463,valid,59755
5464,valid,59760
5465,invalid,59781
5466,valid,59795
5467,valid,59761
5468,invalid,59808
5469,valid,59814
5470,valid,59517
5471,valid,59749
5472,valid,59487
5473,valid,59781
5474,valid,59805
5475,valid,60702
5476,invalid,59786
5477,invalid,59865
5478,valid,59547
5479,invalid,59781
5480,invalid,59753
5481,invalid,59805
5482,invalid,59815
5483,valid,59778
5484,invalid,59765
5485,valid,60874
5486,valid,59753
5487,valid,60376
5488,valid,59810
5489,invalid,60239
5490,valid,60060
5491,valid,59749
5492,valid,59785
5493,invalid,59724
5494,invalid,59758
5495,valid,59891
5496,valid,59826
5497,invalid,59784
5498,invalid,59753
5499,valid,59835
5500,valid,59939
5501,invalid,59784
5502,valid,59818
5503,valid,59740
5504,valid,59759
5505,invalid,59793
5506,valid,59699
5507,valid,59787
5508,valid,59798
5509,invalid,59830
5510,invalid,59802
5511,valid,59731
5512,valid,59768
5513,valid,59757
5514,valid,59773
5515,valid,59816
5516,invalid,59814
5517,valid,60822
5518,invalid,59819
5519,valid,59794
5520,invalid,60368
5521,valid,59807
5522,invalid,60067
5523,valid,59529
5524,valid,59862
5525,invalid,59835
5526,valid,59769
5527,valid,59751
5528,valid,59797
5529,valid,59777
5530,valid,59743
5531,valid,59795
5532,valid,59784
5533,invalid,59764
5534,valid,59810
5535,valid,59825
5536,invalid,59808
5537,invalid,59793
5538,valid,59785
5539,invalid,59750
5540,valid,59819
5541,valid,59808
5542,valid,60731
5543,invalid,59759
5544,valid,59864
5545,invalid,59827
5546,invalid,59702
5547,valid,59840
5548,invalid,59757
5549,invalid,59799
5550,valid,59780
5551,invalid,59782
5552,valid,60565
5553,invalid,59814
5554,invalid,59778
5555,valid,60745
5556,valid,61622
5557,invalid,59718
5558,invalid,59816
5559,invalid,59487
5560,valid,59843
5561,valid,60676
5562,invalid,59808
5563,invalid,59758
5564,invalid,59700
5565,invalid,61016
5566,invalid,59778
5567,invalid,59865
5568,invalid,59872
5569,valid,59790
5570,invalid,59738
5571,valid,59714
5572,invalid,59778
5573,valid,59807
5574,invalid,59798
5575,valid,60623
5576,valid,59747
5577,valid,59731
5578,valid,59668
5579,invalid,59738
5580,valid,59785
5581,invalid,59751
5582,invalid,59788
5583,invalid,59709
5584,valid,59860
5585,invalid,60711
5586,invalid,59718
5587,invalid,59848
5588,valid,62111
5589,invalid,59780
5590,valid,59792
5591,valid,60387
5592,invalid,59768
5593,invalid,59782
5594,valid,59777
5595,valid,59782
5596,invalid,59823
5597,invalid,59755
5598,invalid,60068
5599,invalid,59772
5600,invalid,59776
5601,invalid,59810
5602,valid,59583
5603,valid,59761
5604,invalid,59769
5605,valid,59775
5606,valid,59750
5607,invalid,59723
5608,invalid,61034
5609,invalid,59795
5610,valid,59802
5611,invalid,59791
5612,valid,59778
5613,invalid,59967
5614,invalid,59806
5615,invalid,59743
5616,valid,59807
5617,invalid,59731
5618,valid,60339
5619,invalid,59766
5620,invalid,59493
5621,invalid,59727
5622,invalid,59807
5623,valid,59820
5624,invalid,59817
5625,invalid,59706
5626,valid,59812
5627,valid,59784
5628,invalid,59777
5629,valid,59778
5630,invalid,59609
5631,invalid,59875
5632,invalid,59763
5633,valid,59801
5634,invalid,59827
5635,valid,59792
5636,valid,60004
5637,invalid,59681
5638,invalid,60231
5639,invalid,59752
5640,invalid,59812
5641,valid,59754
5642,valid,59830
5643,valid,60031
5644,invalid,60093
5645,invalid,59847
5646,valid,60184
5647,valid,61144
5648,invalid,59806
5649,invalid,59806
5650,valid,59844
5651,invalid,59782
5652,valid,59886
5653,invalid,59799
5654,valid,59819
5655,valid,59758
5656,valid,59805
5657,valid,60473
5658,valid,59577
5659,valid,60885
5660,valid,59730
5661,invalid,59931
5662,valid,59917
5663,invalid,59843
5664,invalid,59827
5665,valid,59792
5666,valid,59773
5667,invalid,59761
5668,invalid,59819
5669,invalid,59834
5670,valid,60425
5671,invalid,59753
5672,invalid,61479
5673,valid,60470
5674,invalid,59798
5675,valid,59814
5676,invalid,59768
5677,invalid,60035
5678,valid,59798
5679,valid,59838
5680,valid,59787
5681,valid,59882
5682,valid,59837
5683,invalid,60236
5684,invalid,59866
5685,invalid,59847
5686,valid,59821
5687,valid,59795
5688,invalid,59899
5689,valid,59780
5690,invalid,59827
5691,valid,59874
5692,invalid,59801
5693,valid,59788
5694,invalid,59795
5695,valid,59778
5696,invalid,59565
5697,valid,59818
5698,invalid,59852
5699,invalid,59822
5700,invalid,60387
5701,invalid,60980
5702,invalid,59781
5703,invalid,60821
5704,invalid,61535
5705,invalid,59804
5706,valid,60321
5707,valid,59853
5708,invalid,59864
5709,valid,59811
5710,valid,59881
5711,valid,59769
5712,invalid,59871
5713,invalid,59908
5714,valid,59693
5715,invalid,59795
5716,valid,60259
5717,invalid,59780
5718,invalid,59841
5719,invalid,60178
5720,valid,59821
5721,valid,59826
5722,invalid,59846
5723,invalid,59814
5724,valid,59789
5725,valid,59802
5726,invalid,60103
5727,valid,59766
5728,invalid,59824
5729,valid,59867
5730,invalid,59862
5731,valid,59800
5732,invalid,59890
5733,valid,59726
5734,invalid,59821
5735,valid,59690
5736,valid,60559
5737,invalid,59791
5738,invalid,59805
5739,valid,60375
5740,invalid,59790
5741,invalid,59766
5742,invalid,59831
5743,valid,59726
5744,valid,59803
5745,valid,59966
5746,valid,59756
5747,invalid,60601
5748,invalid,59831
5749,valid,59774
5750,valid,59731
5751,invalid,59769
5752,invalid,59770
5753,valid,59778
5754,valid,59749
5755,valid,59733
5756,valid,59839
5757,invalid,59943
5758,valid,59776
5759,invalid,59847
5760,valid,59780
5761,valid,59754
5762,valid,59793
5763,invalid,59785
5764,valid,59800
5765,invalid,59838
5766,invalid,60549
5767,valid,62741
5768,invalid,59798
5769,invalid,59818
5770,invalid,59738
5771,valid,59812
5772,valid,59705
5773,invalid,60381
5774,invalid,59802
5775,invalid,59876
5776,valid,59769
5777,invalid,59850
5778,valid,59729
5779,valid,59757
5780,invalid,59735
5781,valid,59786
5782,valid,59745
5783,valid,59772
5784,valid,63161
5785,valid,60270
5786,valid,60271
5787,valid,59771
5788,invalid,60042
5789,invalid,60425
5790,valid,59771
5791,valid,59851
5792,valid,59932
5793,valid,59788
5794,invalid,59942
5795,invalid,59853
5796,invalid,59774
5797,invalid,59845
5798,invalid,59978
5799,invalid,59835
5800,invalid,59769
5801,invalid,59815
5802,valid,59784
5803,valid,59814
5804,valid,59770
5805,invalid,59794
5806,valid,59776
5807,invalid,59796
5808,valid,59901
5809,invalid,59759
5810,invalid,59803
5811,valid,59791
5812,invalid,59801
5813,invalid,59800
5814,valid,59794
5815,invalid,59645
5816,invalid,59852
5817,invalid,59678
5818,invalid,59760
5819,invalid,59795
5820,invalid,59780
5821,invalid,59775
5822,valid,59739
5823,valid,59806
5824,invalid,59794
5825,valid,59789
5826,valid,59759
5827,valid,59769
5828,invalid,59804
5829,invalid,59819
5830,valid,59803
5831,invalid,59795
5832,invalid,61559
5833,invalid,59785
5834,invalid,60820
5835,valid,60089
5836,valid,59832
5837,invalid,59804
5838,valid,59804
5839,invalid,59790
5840,invalid,59968
5841,valid,60235
5842,valid,59747
5843,valid,59783
5844,invalid,59540
5845,invalid,59960
5846,invalid,59805
5847,valid,59720
5848,invalid,60515
5849,invalid,59761
5850,valid,59768
5851,valid,59790
5852,valid,59810
5853,valid,59819
5854,valid,60016
5855,valid,59995
5856,invalid,59811
5857,invalid,59771
5858,invalid,59769
5859,valid,59738
5860,valid,59819
5861,valid,59850
5862,invalid,59760
5863,valid,59747
5864,invalid,59736
5865,invalid,59771
5866,valid,59755
5867,invalid,59899
5868,valid,59812
5869,invalid,59764
5870,valid,59782
5871,valid,59857
5872,valid,59821
5873,valid,59627
5874,valid,59772
5875,valid,60347
5876,valid,59793
5877,valid,59762
5878,valid,59678
5879,invalid,59804
5880,valid,59823
5881,invalid,59826
5882,invalid,59777
5883,valid,59768
5884,valid,59736
5885,invalid,61838
5886,valid,60276
5887,valid,59913
5888,valid,59843
5889,valid,59810
5890,valid,59824
5891,valid,59741
5892,valid,59790
5893,invalid,59814
5894,invalid,59814
5895,valid,61053
5896,invalid,59772
5897,valid,59815
5898,valid,59776
5899,invalid,59951
5900,invalid,60109
5901,invalid,59842
5902,valid,59742
5903,invalid,60274
5904,invalid,59766
5905,valid,59995
5906,valid,59778
5907,invalid,59772
5908,invalid,60200
5909,valid,59817
5910,valid,59797
5911,invalid,59753
5912,invalid,59754
5913,invalid,59825
5914,invalid,59848
5915,valid,60425
5916,invalid,59766
5917,invalid,59771
5918,valid,60087
5919,invalid,59775
5920,valid,59776
5921,invalid,59787
5922,valid,59735
5923,invalid,59746
5924,valid,59765
5925,invalid,60865
5926,valid,59891
5927,invalid,59745
5928,invalid,60462
5929,invalid,59760
5930,invalid,59802
5931,valid,59822
5932,valid,63173
5933,invalid,59778
5934,valid,62652
5935,valid,60539
5936,invalid,59777
5937,valid,60880
5938,invalid,59736
5939,invalid,59548
5940,valid,59730
5941,valid,59798
5942,valid,59783
5943,valid,59760
5944,invalid,59726
5945,valid,59720
5946,invalid,59795
5947,invalid,60172
5948,valid,59763
5949,valid,59759
5950,invalid,60832
5951,invalid,60031
5952,valid,60220
5953,valid,59800
5954,valid,59769
5955,invalid,59857
5956,valid,59827
5957,valid,59830
5958,valid,59777
5959,valid,60801
5960,valid,59549
5961,invalid,59843
5962,valid,59829
5963,invalid,59792
5964,valid,59803
5965,invalid,59775
5966,invalid,59849
5967,invalid,59803
5968,valid,59852
5969,valid,60855
5970,invalid,59749
5971,valid,59777
5972,valid,60367
5973,valid,59765
5974,valid,59834
5975,invalid,60318
5976,invalid,59778
5977,valid,59770
5978,valid,59778
5979,valid,59507
5980,valid,60376
5981,valid,59710
5982,invalid,59776
5983,invalid,59778
5984,valid,60689
5985,invalid,59745
5986,valid,59778
5987,invalid,59762
5988,valid,59764
5989,invalid,59749
5990,invalid,59734
5991,valid,60706
5992,invalid,59826
5993,valid,59793
5994,invalid,60482
5995,valid,59832
5996,valid,59842
5997,valid,59994
5998,valid,59776
5999,valid,59737
6000,invalid,59764
6001,valid,59698
6002,invalid,60269
6003,valid,60080
6004,invalid,60801
6005,valid,59757
6006,invalid,59783
6007,valid,59773
6008,valid,59732
6009,invalid,63281
6010,invalid,59778
6011,invalid,59767
6012,valid,59741
6013,invalid,59656
6014,invalid,59726
6015,valid,59793
6016,invalid,59774
6017,invalid,60519
6018,invalid,59793
6019,valid,59779
6020,invalid,60314
6021,invalid,59790
6022,valid,59807
6023,valid,59774
6024,valid,59770
6025,invalid,59734
6026,valid,59764
6027,invalid,60602
6028,invalid,59797
6029,valid,59836
6030,valid,59828
6031,valid,59786
6032,valid,60355
6033,valid,59714
6034,invalid,59801
6035,invalid,59693
6036,invalid,59800
6037,invalid,60516
6038,invalid,60109
6039,valid,60168
6040,invalid,60318
6041,invalid,59718
6042,invalid,59745
6043,valid,59749
6044,invalid,59952
6045,valid,59700
6046,invalid,59817
6047,valid,59758
6048,valid,59889
6049,valid,59809
6050,invalid,59841
6051,invalid,59575
6052,valid,60587
6053,invalid,59765
6054,invalid,59782
6055,valid,59820
6056,invalid,59690
6057,valid,59854
6058,valid,59756
6059,valid,59760
6060,invalid,59723
6061,valid,60623
6062,invalid,59556
6063,invalid,60557
6064,invalid,59809
6065,valid,59793
6066,invalid,59776
6067,invalid,59714
6068,valid,59816
6069,invalid,59773
6070,valid,60356
6071,valid,59869
6072,invalid,59741
6073,valid,59856
6074,valid,59808
6075,invalid,59584
6076,invalid,59766
6077,invalid,59735
6078,valid,59731
6079,valid,59693
6080,valid,59844
6081,valid,59767
6082,valid,59757
6083,valid,59797
6084,valid,59734
6085,valid,59899
6086,invalid,59817
6087,valid,60692
6088,invalid,59785
6089,valid,59502
6090,invalid,59841
6091,invalid,60609
6092,valid,59748
6093,valid,59852
6094,valid,59816
6095,invalid,59796
6096,valid,59724
6097,invalid,59852
6098,invalid,59781
6099,valid,59779
6100,invalid,60263
6101,invalid,59798
6102,valid,59800
6103,valid,59752
6104,valid,59790
6105,valid,59797
6106,invalid,60630
6107,valid,59813
6108,valid,59781
6109,invalid,61112
6110,invalid,59782
6111,valid,61520
6112,valid,60398
6113,valid,59773
6114,invalid,59792
6115,valid,59860
6116,valid,59783
6117,valid,59774
6118,valid,59751
6119,invalid,59800
6120,valid,59779
6121,invalid,59783
6122,valid,59797
6123,invalid,59740
6124,valid,59756
6125,invalid,59796
6126,invalid,59812
6127,invalid,59752
6128,valid,59757
6129,invalid,59820
6130,invalid,59798
6131,invalid,59856
6132,invalid,61982
6133,valid,61529
6134,invalid,59799
6135,valid,60605
6136,invalid,59863
6137,invalid,59804
6138,invalid,59821
6139,valid,59555
6140,valid,60939
6141,valid,61236
6142,valid,59785
6143,invalid,59809
6144,valid,59768
6145,invalid,59790
6146,invalid,60222
6147,invalid,61472
6148,invalid,60012
6149,valid,59788
6150,valid,59810
6151,valid,60046
6152,invalid,61527
6153,invalid,60050
6154,valid,59791
6155,invalid,59776
6156,invalid,59730
6157,invalid,61119
6158,invalid,59807
6159,invalid,59798
6160,valid,59714
6161,valid,59819
6162,valid,59846
6163,valid,59763
6164,invalid,59793
6165,valid,59768
6166,valid,59790
6167,valid,59729
6168,invalid,59780
6169,invalid,59807
6170,invalid,59570
6171,valid,59641
6172,invalid,59519
6173,valid,59773
6174,invalid,60102
6175,valid,59822
6176,valid,59804
6177,valid,62170
6178,valid,60794
6179,invalid,59762
6180,invalid,60635
6181,invalid,59775
6182,invalid,59819
6183,valid,60104
6184,valid,59776
6185,invalid,59793
6186,invalid,59852
6187,valid,59788
6188,invalid,59727
6189,valid,59819
6190,invalid,60379
6191,valid,59989
6192,invalid,59791
6193,valid,60361
6194,invalid,59741
6195,invalid,59751
6196,invalid,59798
6197,invalid,59556
6198,invalid,59856
6199,invalid,59786
6200,valid,59816
6201,valid,59758
6202,valid,59764
6203,valid,60401
6204,invalid,59806
6205,invalid,59755
6206,valid,59779
6207,invalid,59777
6208,invalid,59674
6209,valid,59838
6210,valid,59763
6211,invalid,59792
6212,invalid,60982
6213,valid,59788
6214,valid,59826
6215,invalid,60144
6216,valid,59782
6217,invalid,62536
6218,invalid,59739
6219,invalid,59799
6220,invalid,59706
6221,invalid,59800
6222,valid,59745
6223,valid,59770
6224,valid,59803
6225,invalid,59810
6226,invalid,59752
6227,valid,59862
6228,invalid,59759
6229,valid,59820
6230,valid,59798
6231,invalid,59755
6232,invalid,59529
6233,invalid,59800
6234,invalid,59763
6235,valid,60384
6236,invalid,59650
6237,valid,59795
6238,valid,59803
6239,invalid,59762
6240,valid,59499
6241,invalid,59814
6242,valid,59738
6243,invalid,59735
6244,invalid,59505
6245,invalid,59748
6246,valid,59662
6247,invalid,59761
6248,invalid,59769
6249,valid,59735
6250,invalid,59748
6251,invalid,59747
6252,valid,59780
6253,invalid,63086
6254,invalid,59792
6255,invalid,60467
6256,invalid,59618
6257,invalid,59781
6258,invalid,60071
6259,invalid,59926
6260,valid,59983
6261,invalid,59812
6262,valid,59798
6263,invalid,59499
6264,invalid,60049
6265,valid,59713
6266,invalid,59859
6267,valid,60338
6268,valid,59816
6269,invalid,59782
6270,valid,59768
6271,valid,59771
6272,valid,59783
6273,invalid,59746
6274,invalid,60006
6275,invalid,59765
6276,valid,59760
6277,invalid,59752
6278,valid,59866
6279,invalid,59789
6280,valid,59798
6281,invalid,59767
6282,invalid,59861
6283,invalid,59833
6284,valid,59782
6285,valid,59808
6286,valid,59774
6287,valid,59825
6288,invalid,59794
6289,valid,59735
6290,valid,59733
6291,valid,59765
6292,valid,59763
6293,valid,59861
6294,invalid,60464
6295,invalid,59820
6296,invalid,59770
6297,valid,59758
6298,valid,59861
6299,valid,59810
6300,invalid,59776
6301,valid,59839
6302,valid,59779
6303,valid,59824
6304,valid,59753
6305,valid,59776
6306,valid,59530
6307,valid,59824
6308,valid,59813
6309,invalid,59821
6310,valid,59771
6311,invalid,60845
6312,valid,59746
6313,invalid,59765
6314,invalid,60134
6315,invalid,59805
6316,valid,59791
6317,invalid,59703
6318,invalid,59764
6319,valid,59817
6320,valid,59812
6321,valid,60878
6322,valid,59808
6323,invalid,59684
6324,invalid,59823
6325,valid,59770
6326,valid,59761
6327,valid,59781
6328,invalid,59785
6329,valid,59794
6330,invalid,59790
6331,invalid,60697
6332,valid,59749
6333,invalid,59765
6334,invalid,60079
6335,valid,59850
6336,valid,59772
6337,invalid,59767
6338,invalid,59846
6339,valid,59806
6340,invalid,59545
6341,valid,60537
6342,invalid,59811
6343,valid,59797
6344,invalid,60377
6345,valid,59813
6346,valid,59759
6347,valid,59773
6348,valid,59853
6349,invalid,59724
6350,valid,59742
6351,valid,60131
6352,invalid,59820
6353,invalid,59772
6354,invalid,59759
6355,valid,59822
6356,invalid,59790
6357,invalid,59813
6358,valid,59766
6359,invalid,59720
6360,invalid,59803
6361,invalid,61096
6362,valid,59828
6363,invalid,59744
6364,invalid,59779
6365,invalid,59817
6366,invalid,59904
6367,valid,59798
6368,invalid,59777
6369,invalid,59733
6370,valid,59782
6371,valid,60648
6372,valid,59788
6373,invalid,59818
6374,valid,59760
6375,valid,59866
6376,valid,59750
6377,invalid,59776
6378,valid,59753
6379,invalid,59842
6380,invalid,59799
6381,invalid,60637
6382,valid,59856
6383,valid,59728
6384,invalid,59783
6385,valid,59763
6386,valid,59758
6387,valid,59790
6388,valid,59830
6389,invalid,59770
6390,valid,60502
6391,invalid,60197
6392,valid,59781
6393,valid,59515
6394,invalid,59781
6395,invalid,59809
6396,invalid,59781
6397,invalid,59869
6398,invalid,59788
6399,valid,59813
6400,valid,60372
6401,invalid,60424
6402,valid,59784
6403,valid,59793
6404,valid,60178
6405,invalid,62028
6406,invalid,59797
6407,invalid,60296
6408,invalid,59760
6409,valid,59804
6410,invalid,59818
6411,invalid,59769
6412,invalid,59879
6413,invalid,63705
6414,invalid,62807
6415,invalid,60119
6416,invalid,60170
6417,valid,59815
6418,valid,59838
6419,valid,59570
6420,valid,59561
6421,invalid,59714
6422,invalid,59750
6423,invalid,59843
6424,invalid,59801
6425,valid,60190
6426,valid,59785
6427,invalid,59841
6428,valid,59800
6429,invalid,59774
6430,invalid,63658
6431,valid,63134
6432,invalid,59717
6433,invalid,59756
6434,invalid,59807
6435,invalid,59788
6436,invalid,60337
6437,valid,59814
6438,valid,59786
6439,valid,59820
6440,invalid,59801
6441,invalid,59838
6442,invalid,59795
6443,valid,60149
6444,valid,59780
6445,valid,59761
6446,invalid,59759
6447,invalid,59519
6448,invalid,59761
6449,invalid,59766
6450,valid,59821
6451,valid,59794
6452,invalid,59772
6453,valid,61108
6454,valid,59754
6455,invalid,59752
6456,invalid,59748
6457,valid,60882
6458,invalid,59881
6459,valid,59777
6460,invalid,59796
6461,invalid,59779
6462,invalid,59843
6463,invalid,59999
6464,invalid,59874
6465,invalid,59758
6466,valid,60086
6467,invalid,59802
6468,valid,59841
6469,invalid,59787
6470,valid,59824
6471,invalid,59827
6472,invalid,59807
6473,valid,60555
6474,valid,59546
6475,invalid,59812
6476,valid,59753
6477,invalid,63138
6478,valid,59733
6479,valid,60444
6480,invalid,59799
6481,valid,59819
6482,valid,59796
6483,valid,59799
6484,invalid,59790
6485,valid,59834
6486,valid,59537
6487,valid,59777
6488,invalid,59765
6489,invalid,59784
6490,invalid,59795
6491,valid,59581
6492,invalid,60069
6493,valid,59788
6494,valid,59767
6495,invalid,59759
6496,valid,60804
6497,invalid,59776
6498,invalid,59787
6499,valid,60385
6500,invalid,59826
6501,valid,59760
6502,valid,59766
6503,invalid,59754
6504,valid,59800
6505,valid,59814
6506,valid,60437
6507,valid,60159
6508,valid,59832
6509,valid,61501
6510,invalid,59827
6511,valid,59800
6512,invalid,60292
6513,valid,59557
6514,invalid,59791
6515,invalid,59758
6516,valid,59767
6517,invalid,59871
6518,valid,59796
6519,valid,60305
6520,valid,59823
6521,invalid,59788
6522,invalid,61109
6523,valid,59782
6524,valid,59594
6525,invalid,59788
6526,valid,59793
6527,invalid,59769
6528,valid,59778
6529,valid,59579
6530,valid,59741
6531,valid,59844
6532,invalid,60393
6533,invalid,59765
6534,invalid,59567
6535,valid,59826
6536,invalid,59814
6537,invalid,59806
6538,invalid,59810
6539,invalid,60375
6540,valid,59825
6541,invalid,59727
6542,valid,60462
6543,valid,59798
6544,invalid,59862
6545,invalid,59818
6546,invalid,59790
6547,invalid,59813
6548,valid,59853
6549,valid,59816
6550,invalid,59889
6551,valid,59792
6552,valid,60383
6553,invalid,59750
6554,valid,59737
6555,invalid,59706
6556,invalid,59810
6557,valid,59835
6558,invalid,59809
6559,valid,59961
6560,invalid,59784
6561,valid,59778
6562,valid,60131
6563,valid,59750
6564,invalid,59762
6565,invalid,59807
6566,invalid,59826
6567,invalid,59804
6568,valid,60182
6569,valid,59843
6570,valid,59771
6571,valid,60145
6572,invalid,59710
6573,invalid,59818
6574,invalid,59758
6575,valid,59711
6576,valid,59778
6577,valid,59773
6578,invalid,60149
6579,invalid,59821
6580,invalid,59785
6581,valid,60115
6582,valid,59796
6583,valid,59785
6584,valid,59771
6585,invalid,59763
6586,valid,59766
6587,invalid,59777
6588,valid,59855
6589,valid,59785
6590,invalid,59798
6591,valid,59776
6592,invalid,59779
6593,invalid,59799
6594,invalid,59859
6595,valid,59878
6596,invalid,59810
6597,valid,59775
6598,valid,60789
6599,valid,59887
6600,invalid,59806
6601,invalid,59842
6602,invalid,59754
6603,valid,59777
6604,invalid,59787
6605,invalid,59823
6606,invalid,59823
6607,valid,59768
6608,invalid,59765
6609,valid,59762
6610,invalid,61514
6611,valid,61120
6612,invalid,59990
6613,invalid,59840
6614,invalid,59796
6615,valid,59771
6616,valid,59801
6617,invalid,60063
6618,valid,59750
6619,valid,59758
6620,invalid,59810
6621,valid,59694
6622,valid,59576
6623,invalid,59752
6624,invalid,59803
6625,invalid,59667
6626,valid,59823
6627,invalid,59755
6628,invalid,59972
6629,valid,59730
6630,invalid,59811
6631,invalid,60365
6632,valid,59781
6633,valid,59773
6634,invalid,59784
6635,invalid,59764
6636,valid,59769
6637,valid,59738
6638,invalid,60325
6639,invalid,59798
6640,invalid,59839
6641,invalid,60104
6642,valid,59828
6643,valid,59539
6644,invalid,59817
6645,invalid,59808
6646,valid,59888
6647,invalid,59589
6648,valid,60635
6649,invalid,59765
6650,valid,59734
6651,valid,59764
6652,valid,59789
6653,valid,59766
6654,valid,59762
6655,valid,59803
6656,valid,59780
6657,invalid,60744
6658,valid,59768
6659,invalid,60146
6660,valid,59786
6661,invalid,59745
6662,invalid,60698
6663,invalid,59784
6664,invalid,59794
6665,valid,59851
6666,invalid,59820
6667,invalid,59775
6668,invalid,63246
6669,valid,60279
6670,invalid,59798
6671,valid,59747
6672,valid,59826
6673,valid,59721
6674,valid,59710
6675,valid,59644
6676,invalid,61631
6677,invalid,59739
6678,invalid,59776
6679,invalid,59762
6680,invalid,59756
6681,invalid,59761
6682,invalid,59490
6683,valid,59856
6684,invalid,59760
6685,invalid,60340
6686,valid,59794
6687,valid,59802
6688,invalid,59776
6689,invalid,59787
6690,valid,59721
6691,invalid,59643
6692,valid,60140
6693,valid,59840
6694,valid,59867
6695,invalid,60325
6696,valid,59807
6697,valid,59778
6698,invalid,59757
6699,invalid,59774
6700,valid,59773
6701,valid,59770
6702,valid,60157
6703,invalid,59836
6704,valid,59744
6705,invalid,60102
6706,invalid,60666
6707,invalid,59856
6708,valid,59822
6709,invalid,59786
6710,valid,59755
6711,invalid,59773
6712,valid,59792
6713,invalid,59690
6714,valid,59764
6715,valid,60481
6716,invalid,59863
6717,invalid,59850
6718,valid,59794
6719,invalid,59813
6720,valid,59808
6721,valid,59805
6722,invalid,60339
6723,invalid,59840
6724,invalid,60742
6725,valid,62044
6726,valid,59779
6727,invalid,59784
6728,valid,59770
6729,invalid,59830
6730,valid,60182
6731,valid,59878
6732,valid,59818
6733,valid,59707
6734,valid,59834
6735,valid,59817
6736,valid,59835
6737,invalid,59966
6738,invalid,59793
6739,invalid,60581
6740,invalid,60383
6741,valid,59779
6742,invalid,59839
6743,valid,59772
6744,valid,59718
6745,valid,59864
6746,valid,59505
6747,invalid,59983
6748,valid,59791
6749,invalid,59805
6750,valid,59575
6751,valid,59792
6752,valid,59826
6753,invalid,59786
6754,invalid,59785
6755,invalid,59786
6756,invalid,59858
6757,invalid,60596
6758,invalid,59821
6759,invalid,59763
6760,valid,60320
6761,invalid,59775
6762,valid,59650
6763,valid,59666
6764,valid,59799
6765,invalid,59783
6766,valid,59805
6767,valid,60560
6768,valid,59841
6769,invalid,59815
6770,valid,59767
6771,invalid,59740
6772,valid,59797
6773,invalid,59751
6774,invalid,59772
6775,valid,59835
6776,valid,59777
6777,valid,60839
6778,invalid,61315
6779,valid,59835
6780,valid,59901
6781,invalid,59821
6782,valid,59805
6783,valid,59838
6784,invalid,63176
6785,valid,63100
6786,invalid,59809
6787,invalid,59799
6788,invalid,59825
6789,valid,59762
6790,invalid,59790
6791,valid,59815
6792,valid,60226
6793,invalid,59746
6794,invalid,59823
6795,invalid,59731
6796,invalid,59824
6797,valid,59791
6798,valid,59752
6799,invalid,60348
6800,valid,59783
6801,valid,59815
6802,invalid,60367
6803,valid,59824
6804,valid,59861
6805,valid,59795
6806,invalid,59779
6807,invalid,59790
6808,valid,59821
6809,invalid,60096
6810,valid,59785
6811,invalid,59780
6812,invalid,59804
6813,valid,59807
6814,invalid,59839
6815,valid,59804
6816,invalid,59865
6817,valid,59783
6818,valid,60645
6819,valid,59770
6820,valid,59791
6821,valid,59794
6822,valid,59802
6823,valid,59850
6824,valid,59856
6825,valid,59807
6826,valid,59832
6827,valid,59811
6828,invalid,59804
6829,valid,60276
6830,valid,59734
6831,valid,59774
6832,valid,59792
6833,valid,59813
6834,invalid,59747
6835,invalid,59791
6836,invalid,59779
6837,invalid,59801
6838,valid,59889
6839,invalid,60837
6840,valid,59781
6841,invalid,59845
6842,valid,60420
6843,invalid,59786
6844,valid,59884
6845,invalid,59764
6846,valid,59836
6847,invalid,59818
6848,invalid,59815
6849,invalid,59944
6850,valid,59843
6851,valid,59757
6852,invalid,60147
6853,valid,59792
6854,valid,59813
6855,invalid,59768
6856,valid,59841
6857,invalid,59754
6858,valid,59850
6859,valid,60467
6860,invalid,59832
6861,invalid,60316
6862,valid,60835
6863,valid,59781
6864,invalid,59771
6865,valid,60468
6866,valid,59817
6867,invalid,59808
6868,valid,59783
6869,invalid,59823
6870,valid,59855
6871,invalid,59803
6872,valid,60451
6873,invalid,59790
6874,valid,59773
6875,invalid,60412
6876,valid,60258
6877,valid,59858
6878,valid,59810
6879,invalid,59826
6880,valid,59781
6881,valid,59605
6882,valid,59725
6883,invalid,59840
6884,valid,59793
6885,valid,59746
6886,invalid,60303
6887,valid,59768
6888,invalid,59797
6889,valid,59765
