round_idx,kind,cycles
8752,valid,59933
8753,invalid,59830
8754,valid,59877
8755,valid,59831
8756,valid,59824
8757,invalid,59880
8758,invalid,59850
8759,invalid,60377
8760,valid,59866
8761,valid,60041
8762,valid,59879
8763,invalid,59847
8764,valid,59853
8765,invalid,59868
8766,valid,59857
8767,invalid,59849
8768,invalid,59754
8769,valid,61247
8770,valid,59896
8771,invalid,59839
8772,valid,59895
8773,valid,59816
8774,invalid,59903
8775,invalid,59689
8776,invalid,59840
8777,invalid,59826
8778,valid,59963
8779,invalid,60284
8780,valid,59826
8781,invalid,59885
8782,invalid,59809
8783,valid,59829
8784,valid,59848
8785,invalid,59933
8786,valid,59852
8787,valid,60143
8788,invalid,59884
8789,invalid,59883
8790,invalid,59903
8791,valid,59666
8792,valid,61720
8793,invalid,60466
8794,valid,59885
8795,valid,60236
8796,valid,59602
8797,valid,60407
8798,valid,59877
8799,invalid,59802
8800,valid,59684
8801,valid,59860
8802,valid,59873
8803,valid,59886
8804,valid,59871
8805,valid,59811
8806,valid,59832
8807,invalid,59873
8808,valid,59831
8809,valid,59933
8810,valid,59850
8811,invalid,59861
8812,invalid,60475
8813,valid,60477
8814,invalid,59945
8815,invalid,60379
8816,invalid,59877
8817,valid,60000
8818,valid,60413
8819,invalid,59891
8820,valid,59887
8821,valid,59892
8822,invalid,60436
8823,invalid,59875
8824,invalid,59792
8825,valid,59596
8826,invalid,59850
8827,valid,59859
8828,valid,59881
8829,valid,59857
8830,valid,59779
8831,valid,59869
8832,invalid,59853
8833,invalid,59841
8834,valid,59833
8835,valid,59904
8836,valid,59849
8837,valid,59839
8838,valid,61230
8839,invalid,59907
8840,valid,59914
8841,valid,60509
8842,invalid,59719
8843,valid,59843
8844,invalid,59827
8845,invalid,59892
8846,invalid,59916
8847,valid,59955
8848,invalid,59831
8849,valid,59858
8850,valid,59826
8851,invalid,61127
8852,invalid,59859
8853,invalid,59866
8854,invalid,59835
8855,invalid,59912
8856,valid,59900
8857,valid,59878
8858,invalid,59868
8859,invalid,59918
8860,invalid,59819
8861,invalid,60018
8862,invalid,59846
8863,invalid,59867
8864,invalid,59834
8865,invalid,59861
8866,invalid,59837
8867,valid,59913
8868,valid,59842
8869,valid,59827
8870,invalid,63845
8871,valid,60238
8872,valid,59844
8873,valid,59835
8874,invalid,60349
8875,valid,59898
8876,valid,59885
8877,valid,59859
8878,invalid,59825
8879,invalid,61308
8880,valid,59929
8881,valid,59871
8882,invalid,60397
8883,valid,59867
8884,invalid,59850
8885,valid,59803
8886,invalid,59871
8887,invalid,59636
8888,invalid,59828
8889,invalid,59891
8890,valid,59920
8891,invalid,59883
8892,invalid,60455
8893,invalid,59723
8894,invalid,59875
8895,valid,59830
8896,invalid,59853
8897,valid,59815
8898,invalid,59857
8899,valid,59881
8900,valid,59926
8901,valid,59875
8902,invalid,60215
8903,invalid,59850
8904,invalid,59812
8905,valid,59779
8906,valid,59892
8907,invalid,59892
8908,invalid,59822
8909,invalid,59878
8910,valid,59842
8911,invalid,59818
8912,valid,60135
8913,valid,59629
8914,valid,59868
8915,invalid,59885
8916,invalid,59868
8917,valid,59875
8918,valid,59877
8919,valid,59912
8920,valid,59801
8921,valid,60457
8922,invalid,61210
8923,invalid,60468
8924,invalid,59876
8925,invalid,61023
8926,invalid,59867
8927,valid,59843
8928,valid,59845
8929,invalid,60179
8930,valid,60192
8931,valid,60206
8932,invalid,60937
8933,invalid,59841
8934,invalid,59904
8935,invalid,59915
8936,invalid,59885
8937,valid,59830
8938,valid,59857
8939,valid,59877
8940,valid,60494
8941,invalid,59813
8942,invalid,59851
8943,invalid,60592
8944,valid,59919
8945,valid,59867
8946,invalid,59843
8947,valid,59902
8948,invalid,59849
8949,invalid,59852
8950,valid,59809
8951,invalid,59903
8952,valid,59853
8953,valid,60423
8954,invalid,59848
8955,valid,59674
8956,invalid,59926
8957,invalid,59826
8958,valid,59876
8959,valid,59848
8960,invalid,59866
8961,valid,59835
8962,valid,59869
8963,valid,60278
8964,valid,59919
8965,valid,59912
8966,valid,60054
8967,invalid,59866
8968,invalid,59886
8969,valid,59908
8970,valid,59863
8971,invalid,59854
8972,invalid,59848
8973,valid,61137
8974,invalid,59924
8975,valid,59849
8976,invalid,59643
8977,invalid,59875
8978,invalid,59919
8979,valid,59848
8980,valid,59855
8981,valid,59866
8982,valid,59850
8983,valid,60368
8984,valid,59837
8985,invalid,59949
8986,valid,60462
8987,invalid,59914
8988,invalid,59889
8989,invalid,59828
8990,valid,59895
8991,invalid,59836
8992,invalid,59848
8993,invalid,59817
8994,valid,59823
8995,valid,59844
8996,invalid,60429
8997,valid,59849
8998,invalid,59867
8999,invalid,59898
9000,invalid,59902
9001,invalid,59896
9002,invalid,61269
9003,invalid,59861
9004,valid,59854
9005,invalid,59789
9006,valid,59956
9007,valid,59908
9008,invalid,59888
9009,valid,59770
9010,invalid,59873
9011,valid,59872
9012,invalid,59842
9013,valid,59856
9014,invalid,59847
9015,invalid,59845
9016,invalid,60272
9017,valid,59871
9018,invalid,59938
9019,valid,59901
9020,invalid,59847
9021,valid,59870
9022,valid,59866
9023,invalid,59994
9024,valid,59858
9025,invalid,59829
9026,invalid,59834
9027,valid,59849
9028,invalid,62680
9029,invalid,60001
9030,invalid,59918
9031,invalid,59820
9032,invalid,59847
9033,valid,59871
9034,invalid,59914
9035,valid,59647
9036,valid,59854
9037,invalid,59865
9038,invalid,59882
9039,valid,59805
9040,invalid,59736
9041,valid,61025
9042,valid,59857
9043,invalid,59649
9044,invalid,60573
9045,valid,59807
9046,invalid,59809
9047,invalid,59860
9048,valid,59875
9049,valid,59843
9050,valid,59902
9051,invalid,59924
9052,invalid,59870
9053,valid,59810
9054,valid,59573
9055,valid,59880
9056,invalid,59867
9057,invalid,59797
9058,invalid,59852
9059,valid,59851
9060,valid,59825
9061,invalid,60094
9062,invalid,59879
9063,valid,59872
9064,valid,60441
9065,valid,59661
9066,valid,59853
9067,invalid,59715
9068,valid,59808
9069,valid,59920
9070,valid,59862
9071,invalid,59868
9072,invalid,59877
9073,invalid,59876
9074,valid,59854
9075,invalid,59891
9076,valid,59920
9077,valid,59818
9078,valid,59849
9079,valid,59860
9080,invalid,59825
9081,invalid,59957
9082,valid,59868
9083,invalid,63143
9084,valid,60195
9085,valid,59838
9086,invalid,59859
9087,invalid,60008
9088,valid,59826
9089,invalid,59801
9090,invalid,60391
9091,valid,59885
9092,invalid,59830
9093,valid,59835
9094,invalid,59881
9095,invalid,59591
9096,valid,59832
9097,valid,59904
9098,invalid,59856
9099,invalid,59888
9100,valid,59877
9101,valid,60532
9102,invalid,59812
9103,invalid,63704
9104,valid,60272
9105,valid,60181
9106,invalid,59837
9107,valid,60150
9108,invalid,59880
9109,valid,59832
9110,valid,59870
9111,invalid,59851
9112,valid,59848
9113,invalid,59799
9114,valid,59825
9115,invalid,59888
9116,invalid,59816
9117,invalid,59865
9118,valid,59881
9119,invalid,60453
9120,valid,59950
9121,invalid,61567
9122,invalid,63198
9123,valid,63095
9124,valid,63797
9125,valid,59590
9126,invalid,59913
9127,valid,60274
9128,valid,59828
9129,valid,59835
9130,invalid,60461
9131,invalid,59856
9132,valid,59859
9133,invalid,59799
9134,invalid,59895
9135,invalid,59850
9136,valid,59602
9137,valid,59821
9138,invalid,59942
9139,invalid,59820
9140,invalid,60416
9141,invalid,59825
9142,invalid,59861
9143,invalid,59857
9144,invalid,59845
9145,invalid,59650
9146,invalid,59874
9147,invalid,59834
9148,valid,59762
9149,valid,59916
9150,invalid,60417
9151,valid,59824
9152,valid,59860
9153,valid,59835
9154,invalid,59885
9155,valid,59893
9156,invalid,59897
9157,valid,59823
9158,invalid,59751
9159,valid,60579
9160,invalid,59856
9161,valid,59809
9162,valid,59883
9163,invalid,59864
9164,valid,59878
9165,invalid,59813
9166,valid,59885
9167,invalid,59824
9168,valid,63157
9169,invalid,60180
9170,valid,60154
9171,invalid,60067
9172,invalid,59871
9173,valid,59604
9174,invalid,60544
9175,valid,60906
9176,invalid,59848
9177,valid,59807
9178,valid,59840
9179,invalid,59878
9180,valid,60673
9181,invalid,59980
9182,valid,59844
9183,invalid,59944
9184,valid,59645
9185,invalid,59828
9186,invalid,59905
9187,invalid,59918
9188,valid,59856
9189,invalid,59751
9190,valid,59924
9191,invalid,59828
9192,invalid,59784
9193,invalid,59866
9194,valid,60344
9195,invalid,59891
9196,invalid,59893
9197,valid,59818
9198,invalid,59876
9199,invalid,59882
9200,invalid,59815
9201,invalid,59816
9202,valid,59947
9203,invalid,59892
9204,valid,60456
9205,invalid,59880
9206,invalid,59838
9207,invalid,60186
9208,invalid,59909
9209,valid,59814
9210,invalid,59936
9211,invalid,59856
9212,valid,59911
9213,valid,59864
9214,invalid,59923
9215,valid,59881
9216,invalid,59860
9217,invalid,59815
9218,invalid,59895
9219,valid,59922
9220,invalid,59914
9221,valid,59853
9222,invalid,59859
9223,valid,59803
9224,invalid,59854
9225,invalid,59890
9226,invalid,59904
9227,valid,61166
9228,valid,59875
9229,valid,59862
9230,valid,59869
9231,valid,59749
9232,invalid,59860
9233,valid,59880
9234,valid,59906
9235,invalid,59909
9236,valid,59863
9237,invalid,59843
9238,valid,59869
9239,invalid,59868
9240,valid,59876
9241,invalid,59912
9242,invalid,59871
9243,invalid,59896
9244,valid,59871
9245,invalid,59823
9246,invalid,59841
9247,invalid,59861
9248,valid,59844
9249,invalid,63033
9250,invalid,61022
9251,invalid,59766
9252,invalid,59892
9253,invalid,59842
9254,invalid,59851
9255,valid,59836
9256,valid,62143
9257,valid,60530
9258,valid,60462
9259,invalid,59888
9260,invalid,59832
9261,valid,59899
9262,invalid,61160
9263,invalid,59895
9264,invalid,59868
9265,invalid,61458
9266,invalid,59863
9267,invalid,59842
9268,invalid,60439
9269,invalid,59904
9270,valid,59953
9271,valid,59894
9272,invalid,59911
9273,invalid,59903
9274,invalid,59918
9275,valid,59842
9276,invalid,59889
9277,invalid,59853
9278,valid,59867
9279,valid,59864
9280,invalid,59849
9281,invalid,59804
9282,valid,59859
9283,invalid,59871
9284,valid,59889
9285,invalid,59876
9286,valid,59843
9287,valid,59905
9288,valid,60675
9289,valid,59888
9290,invalid,59872
9291,invalid,60345
9292,valid,59908
9293,invalid,59870
9294,valid,59916
9295,invalid,59828
9296,valid,59927
9297,valid,59690
9298,valid,59838
9299,valid,59847
9300,invalid,59645
9301,invalid,59892
9302,invalid,59940
9303,invalid,59854
9304,valid,59792
9305,invalid,59837
9306,invalid,59850
9307,invalid,59808
9308,invalid,59868
9309,valid,59861
9310,invalid,59864
9311,invalid,59884
9312,invalid,59866
9313,valid,59798
9314,invalid,59872
9315,invalid,59875
9316,invalid,59634
9317,invalid,59659
9318,invalid,59879
9319,invalid,59850
9320,invalid,59829
9321,valid,60468
9322,valid,60028
9323,invalid,59842
9324,valid,59864
9325,invalid,59823
9326,invalid,59835
9327,valid,59842
9328,invalid,59898
9329,valid,59868
9330,invalid,59889
9331,invalid,59838
9332,valid,59882
9333,invalid,59890
9334,invalid,64389
9335,valid,60066
9336,valid,59894
9337,valid,59903
9338,valid,59737
9339,invalid,60624
9340,invalid,59893
9341,invalid,60959
9342,valid,60053
9343,invalid,59958
9344,valid,59887
9345,valid,59879
9346,invalid,59814
9347,valid,59879
9348,valid,59894
9349,valid,59954
9350,valid,59878
9351,valid,59878
9352,invalid,60491
9353,valid,59969
9354,valid,59811
9355,invalid,60302
9356,invalid,59890
9357,invalid,59846
9358,invalid,59819
9359,invalid,59925
9360,valid,59850
9361,valid,60368
9362,invalid,59907
9363,valid,60466
9364,invalid,59823
9365,valid,60096
9366,invalid,59891
9367,valid,59657
9368,valid,59864
9369,invalid,59880
9370,invalid,59844
9371,valid,59896
9372,valid,59843
9373,invalid,59856
9374,invalid,59909
9375,valid,60502
9376,invalid,59865
9377,valid,59932
9378,valid,60435
9379,invalid,59974
9380,valid,59695
9381,valid,59970
9382,valid,59928
9383,valid,59668
9384,valid,59889
9385,invalid,64044
9386,invalid,63244
9387,invalid,60237
9388,valid,59903
9389,invalid,59851
9390,invalid,59883
9391,invalid,62671
9392,invalid,59876
9393,invalid,59928
9394,valid,59905
9395,valid,59922
9396,invalid,59898
9397,valid,59765
9398,valid,59849
9399,invalid,59927
9400,valid,60432
9401,invalid,59878
9402,valid,60238
9403,valid,61054
9404,invalid,59919
9405,valid,59934
9406,valid,59891
9407,valid,59877
9408,valid,59817
9409,valid,59899
9410,invalid,59933
9411,valid,59979
9412,valid,59857
9413,valid,60454
9414,valid,59860
9415,invalid,59858
9416,valid,59943
9417,invalid,59836
9418,invalid,59862
9419,valid,59896
9420,invalid,59863
9421,valid,59832
9422,invalid,59886
9423,valid,60648
9424,valid,59846
9425,valid,59844
9426,valid,59812
9427,invalid,59935
9428,invalid,59860
9429,valid,59867
9430,invalid,59869
9431,valid,59882
9432,valid,59866
9433,invalid,60544
9434,valid,59827
9435,invalid,59804
9436,invalid,59878
9437,invalid,59841
9438,invalid,59906
9439,valid,59896
9440,valid,59802
9441,valid,60915
9442,valid,59851
9443,invalid,59847
9444,valid,59816
9445,invalid,59923
9446,valid,60583
9447,invalid,59766
9448,valid,59804
9449,invalid,59906
9450,valid,59904
9451,invalid,59913
9452,valid,59850
9453,valid,59909
9454,valid,59884
9455,invalid,59925
9456,invalid,59856
9457,valid,59870
9458,valid,59823
9459,invalid,59912
9460,valid,59852
9461,valid,59821
9462,invalid,59883
9463,invalid,59946
9464,valid,59894
9465,invalid,59912
9466,invalid,60862
9467,invalid,59897
9468,invalid,59914
9469,invalid,60762
9470,valid,59896
9471,invalid,59902
9472,invalid,59886
9473,valid,59869
9474,invalid,59871
9475,valid,59937
9476,valid,62545
9477,valid,60480
9478,valid,60204
9479,valid,59845
9480,invalid,59920
9481,valid,59803
9482,invalid,59860
9483,invalid,59906
9484,valid,59908
9485,invalid,61048
9486,invalid,59854
9487,invalid,60192
9488,valid,60010
9489,invalid,59879
9490,valid,59952
9491,valid,59873
9492,invalid,59600
9493,invalid,59900
9494,invalid,59948
9495,valid,63017
9496,invalid,60201
9497,valid,59873
9498,valid,59853
9499,invalid,59984
9500,valid,59896
9501,valid,59859
9502,valid,59869
9503,valid,60499
9504,valid,59863
9505,valid,59884
9506,invalid,60565
9507,invalid,59903
9508,valid,59857
9509,invalid,59921
9510,invalid,59874
9511,invalid,59861
9512,invalid,59874
9513,invalid,59847
9514,valid,59975
9515,valid,59891
9516,valid,61162
9517,invalid,59842
9518,invalid,59905
9519,valid,59908
9520,valid,59907
9521,invalid,59898
9522,invalid,59851
9523,valid,59924
9524,invalid,59885
9525,valid,59868
9526,valid,59818
9527,invalid,59852
9528,invalid,59901
9529,valid,60362
9530,invalid,62081
9531,invalid,59899
9532,valid,60963
9533,invalid,59898
9534,invalid,59877
9535,valid,60473
9536,valid,59927
9537,invalid,59912
9538,invalid,59911
9539,valid,59850
9540,valid,59865
9541,invalid,59891
9542,valid,59911
9543,invalid,59936
9544,valid,59881
9545,invalid,60188
9546,invalid,59871
9547,invalid,59874
9548,valid,59891
9549,invalid,59885
9550,valid,59873
9551,valid,59889
9552,invalid,59839
9553,valid,59992
9554,valid,59870
9555,invalid,60849
9556,invalid,59820
9557,valid,59851
9558,invalid,60191
9559,valid,59906
9560,invalid,60094
9561,valid,59838
9562,invalid,59849
9563,valid,59942
9564,invalid,59844
9565,invalid,59840
9566,valid,59868
9567,invalid,59854
9568,invalid,59877
9569,invalid,59770
9570,invalid,60165
9571,valid,59842
9572,invalid,59713
9573,valid,59946
9574,invalid,59871
9575,invalid,59916
9576,valid,59858
9577,invalid,59558
9578,invalid,59595
9579,invalid,59884
9580,invalid,59860
9581,valid,59878
9582,valid,59862
9583,valid,59929
9584,valid,59904
9585,invalid,59905
9586,valid,60794
9587,valid,59880
9588,valid,60543
9589,valid,59890
9590,valid,59883
9591,valid,61277
9592,invalid,59849
9593,invalid,59902
9594,valid,59861
9595,valid,63197
9596,valid,60055
9597,valid,60527
9598,valid,59831
9599,valid,59836
9600,valid,59887
9601,invalid,59891
9602,valid,59878
9603,invalid,59848
9604,invalid,59937
9605,invalid,59892
9606,invalid,59865
9607,invalid,59849
9608,invalid,59859
9609,valid,59927
9610,invalid,60562
9611,valid,59958
9612,valid,59831
9613,invalid,64022
9614,valid,63803
9615,valid,60880
9616,valid,59935
9617,valid,60436
9618,invalid,59835
9619,invalid,59923
9620,invalid,59902
9621,invalid,59847
9622,invalid,59863
9623,valid,59902
9624,invalid,59872
9625,invalid,59838
9626,valid,59899
9627,valid,60210
9628,valid,59856
9629,valid,59899
9630,valid,59857
9631,invalid,59881
9632,valid,59904
9633,invalid,59911
9634,invalid,59821
9635,valid,60632
9636,valid,59850
9637,invalid,59956
9638,valid,59866
9639,invalid,59926
9640,valid,60386
9641,valid,60289
9642,valid,59993
9643,valid,59938
9644,invalid,59918
9645,valid,60262
9646,valid,60261
9647,invalid,59866
9648,invalid,59896
9649,invalid,59906
9650,valid,59887
9651,invalid,59918
9652,valid,60729
9653,invalid,59870
9654,valid,59706
9655,valid,60388
9656,invalid,59887
9657,invalid,59904
9658,invalid,59891
9659,valid,59890
9660,invalid,59841
9661,invalid,59838
9662,invalid,59862
9663,invalid,59882
9664,invalid,59898
9665,invalid,60187
9666,invalid,59961
9667,invalid,59889
9668,valid,59914
9669,invalid,59949
9670,valid,59951
9671,valid,59937
9672,invalid,59852
9673,invalid,59915
9674,invalid,59854
9675,valid,60667
9676,valid,59899
9677,valid,59890
9678,valid,60675
9679,valid,59935
9680,valid,60072
9681,valid,62188
9682,invalid,59843
9683,invalid,59942
9684,invalid,60220
9685,invalid,59926
9686,valid,59874
9687,valid,59868
9688,valid,59885
9689,valid,59845
9690,valid,59871
9691,valid,59748
9692,invalid,59865
9693,invalid,59938
9694,invalid,60171
9695,valid,59937
9696,invalid,59941
9697,valid,59862
9698,invalid,59838
9699,invalid,59915
9700,invalid,59907
9701,invalid,59857
9702,valid,59855
9703,invalid,59854
9704,valid,60237
9705,invalid,59914
9706,valid,59880
9707,invalid,59844
9708,valid,59851
9709,invalid,59888
9710,invalid,59851
9711,valid,59904
9712,valid,63241
9713,valid,59737
9714,valid,59905
9715,invalid,59864
9716,invalid,59832
9717,valid,60401
9718,invalid,59828
9719,valid,59964
9720,valid,60398
9721,valid,59931
9722,valid,59855
9723,invalid,59845
9724,invalid,59861
9725,invalid,59900
9726,invalid,59836
9727,valid,59952
9728,valid,59862
9729,valid,59855
9730,invalid,59721
9731,invalid,59834
9732,invalid,59919
9733,invalid,59880
9734,invalid,59876
9735,invalid,59887
9736,valid,59886
9737,valid,59879
9738,invalid,59894
9739,valid,59849
9740,valid,60465
9741,invalid,59869
9742,invalid,59911
9743,invalid,59904
9744,valid,59603
9745,invalid,59874
9746,invalid,59828
9747,invalid,59818
9748,valid,60175
9749,valid,60249
9750,valid,60903
9751,invalid,59864
9752,invalid,59880
9753,invalid,60199
9754,valid,59855
9755,invalid,59930
9756,invalid,59857
9757,valid,59852
9758,valid,59867
9759,invalid,59916
9760,invalid,59873
9761,valid,59916
9762,valid,59854
9763,valid,59928
9764,valid,59887
9765,invalid,59713
9766,valid,59871
9767,invalid,59947
9768,invalid,59867
9769,invalid,59868
9770,valid,59957
9771,invalid,59879
9772,invalid,59926
9773,valid,60589
9774,invalid,59734
9775,invalid,61655
9776,valid,59893
9777,invalid,59863
9778,invalid,59871
9779,valid,61631
9780,invalid,59837
9781,valid,59889
9782,invalid,59855
9783,invalid,60124
9784,valid,59936
9785,invalid,59840
9786,valid,59880
9787,invalid,59893
9788,invalid,59861
9789,invalid,60843
9790,valid,59920
9791,invalid,59898
9792,invalid,60215
9793,invalid,59867
9794,valid,59883
9795,invalid,60239
9796,invalid,60323
9797,valid,60018
9798,invalid,59898
9799,invalid,59842
9800,invalid,59838
9801,valid,59886
9802,invalid,59925
9803,invalid,59858
9804,invalid,59894
9805,invalid,59651
9806,invalid,59846
9807,invalid,59910
9808,valid,59865
9809,valid,59849
9810,valid,59729
9811,valid,61301
9812,invalid,60285
9813,invalid,60279
9814,valid,60554
9815,valid,59884
9816,valid,59921
9817,invalid,60399
9818,invalid,59835
9819,valid,59868
9820,valid,59892
9821,invalid,61151
9822,valid,59848
9823,valid,62446
9824,valid,59838
9825,invalid,62772
9826,invalid,59918
9827,invalid,59850
9828,invalid,59870
9829,valid,60610
9830,invalid,59576
9831,valid,59872
9832,valid,59908
9833,valid,59860
9834,invalid,59846
9835,invalid,59877
9836,valid,63003
9837,invalid,59832
9838,invalid,59890
9839,invalid,60777
9840,invalid,59938
9841,invalid,59754
9842,invalid,59838
9843,invalid,59843
9844,invalid,59826
9845,valid,59669
9846,valid,59909
9847,invalid,59896
9848,invalid,59864
9849,valid,59944
9850,valid,59867
9851,invalid,59854
9852,valid,59852
9853,invalid,59800
9854,invalid,61095
9855,valid,59872
9856,invalid,59892
9857,valid,59957
9858,valid,59869
9859,valid,59925
9860,invalid,60439
9861,valid,59875
9862,invalid,59863
9863,invalid,59838
9864,valid,59942
9865,valid,59858
9866,invalid,59838
9867,valid,59861
9868,valid,59876
9869,invalid,59908
9870,invalid,60231
9871,valid,59865
9872,invalid,59868
9873,valid,59882
9874,invalid,59839
9875,invalid,59882
9876,invalid,59871
9877,invalid,59839
9878,valid,59828
9879,invalid,59908
9880,valid,60935
9881,invalid,59840
9882,valid,59928
9883,valid,60589
9884,invalid,59968
9885,invalid,59861
9886,invalid,59854
9887,invalid,59826
9888,valid,59836
9889,valid,59939
9890,invalid,59912
9891,invalid,59882
9892,invalid,59870
9893,invalid,61138
9894,valid,59884
9895,valid,59869
9896,valid,60503
9897,valid,59886
9898,valid,59858
9899,invalid,60954
9900,valid,59895
9901,valid,60897
9902,invalid,59799
9903,invalid,61614
9904,invalid,59869
9905,valid,60245
9906,invalid,59841
9907,invalid,59869
9908,invalid,59952
9909,valid,59819
9910,invalid,59999
9911,invalid,59848
9912,invalid,60642
9913,valid,59906
9914,invalid,59872
9915,valid,60537
9916,valid,59858
9917,valid,59895
9918,valid,59913
9919,valid,59859
9920,invalid,59891
9921,invalid,59848
9922,valid,59837
9923,invalid,59855
9924,invalid,59867
9925,valid,60411
9926,invalid,59900
9927,valid,59895
9928,invalid,60929
9929,valid,59865
9930,invalid,60343
9931,invalid,59825
9932,invalid,59836
9933,valid,59823
9934,valid,59894
9935,valid,59886
9936,invalid,61637
9937,invalid,59889
9938,valid,59904
9939,valid,59850
9940,valid,59960
9941,valid,59888
9942,invalid,59842
9943,invalid,59909
9944,invalid,59855
9945,valid,59830
9946,invalid,59841
9947,valid,59853
9948,invalid,60276
9949,invalid,60445
9950,valid,59838
9951,invalid,59859
9952,valid,59681
9953,valid,62261
9954,invalid,59851
9955,invalid,59834
9956,valid,60406
9957,valid,59881
9958,valid,59836
9959,invalid,59860
9960,invalid,59940
9961,invalid,59748
9962,invalid,59870
9963,valid,59835
9964,invalid,59832
9965,invalid,59824
9966,invalid,60251
9967,invalid,59885
9968,valid,59615
9969,valid,59814
9970,invalid,59858
9971,valid,59661
9972,invalid,59855
9973,invalid,60443
9974,invalid,59897
9975,invalid,59833
9976,valid,59839
9977,invalid,60751
9978,invalid,59765
9979,invalid,60913
9980,invalid,60738
9981,valid,59872
9982,valid,59832
9983,valid,59935
9984,valid,59696
9985,invalid,59752
9986,valid,59825
9987,valid,59827
9988,valid,59845
9989,invalid,60422
9990,valid,59935
9991,valid,59892
9992,invalid,59818
9993,valid,59871
9994,invalid,59818
9995,valid,59897
9996,invalid,59853
9997,invalid,59759
9998,invalid,59870
9999,valid,60180
10000,invalid,59854
10001,valid,59895
10002,invalid,59827
10003,valid,59831
10004,valid,59729
10005,valid,59829
10006,valid,60184
10007,invalid,59917
10008,invalid,59821
10009,invalid,60185
10010,invalid,59838
10011,valid,59845
10012,invalid,59858
10013,invalid,59866
10014,valid,59835
10015,valid,59814
10016,valid,60118
10017,valid,59847
10018,valid,59814
10019,valid,60415
10020,invalid,59853
10021,invalid,60943
10022,invalid,59944
10023,invalid,59850
10024,invalid,59895
10025,invalid,59955
10026,invalid,59840
10027,invalid,59840
10028,valid,59861
10029,invalid,60687
10030,valid,59822
10031,invalid,59753
10032,valid,59549
10033,invalid,59837
10034,valid,59776
10035,valid,59913
10036,valid,59755
10037,valid,59919
10038,invalid,59862
10039,valid,60898
10040,invalid,59848
10041,valid,59834
10042,invalid,60398
10043,invalid,59870
10044,valid,59863
10045,invalid,59820
10046,valid,59825
10047,invalid,59834
10048,invalid,59886
10049,invalid,59875
10050,valid,59837
10051,valid,59842
10052,valid,60155
10053,valid,59821
10054,valid,59889
10055,valid,59910
10056,invalid,59847
10057,invalid,59888
10058,invalid,59830
10059,valid,60115
10060,valid,59849
10061,invalid,59837
10062,invalid,60405
10063,valid,59831
10064,valid,60471
10065,invalid,59929
10066,valid,59914
10067,invalid,59855
10068,valid,59983
10069,valid,59865
10070,invalid,59826
10071,valid,59849
10072,invalid,59772
10073,invalid,59912
10074,valid,60307
10075,valid,59805
10076,valid,59875
10077,invalid,59869
10078,valid,59867
10079,invalid,59884
10080,valid,59890
10081,invalid,59856
10082,valid,59867
10083,invalid,59896
10084,invalid,60439
10085,invalid,59863
10086,invalid,59771
10087,valid,59856
10088,invalid,59871
10089,valid,59915
10090,invalid,59771
10091,invalid,59916
10092,invalid,59861
10093,invalid,59876
10094,invalid,60976
10095,valid,59897
10096,valid,59896
10097,invalid,60544
10098,invalid,59856
10099,valid,59868
10100,valid,59915
10101,invalid,59848
10102,valid,60057
10103,invalid,60126
10104,invalid,59905
10105,valid,59902
10106,invalid,60137
10107,valid,59852
10108,invalid,59859
10109,valid,59920
10110,valid,59855
10111,valid,59857
10112,valid,59818
10113,valid,59837
10114,valid,59849
10115,valid,59877
10116,valid,60125
10117,invalid,59906
10118,invalid,59871
10119,valid,59934
10120,valid,60164
10121,invalid,59859
10122,invalid,59893
10123,valid,59867
10124,invalid,59827
10125,invalid,59842
10126,valid,59965
10127,invalid,59873
10128,valid,59874
10129,invalid,59846
10130,valid,59852
10131,invalid,59850
10132,invalid,59817
10133,invalid,59844
10134,valid,59770
10135,valid,59831
10136,valid,60397
10137,valid,59846
10138,valid,59846
10139,valid,60606
10140,invalid,59860
10141,valid,59833
10142,invalid,59902
10143,invalid,59828
10144,valid,59785
10145,valid,59838
10146,invalid,59859
10147,invalid,59883
10148,valid,59877
10149,valid,60534
10150,invalid,59827
10151,valid,59867
10152,valid,59868
10153,invalid,59857
10154,valid,59860
10155,valid,59900
10156,invalid,60783
10157,valid,59842
10158,invalid,59869
10159,valid,60180
10160,valid,60761
10161,valid,59932
10162,invalid,60603
10163,invalid,59916
10164,valid,59816
10165,valid,60468
10166,invalid,59828
10167,invalid,59952
10168,valid,59890
10169,valid,59784
10170,invalid,59813
10171,valid,59873
10172,invalid,59808
10173,valid,59867
10174,valid,59830
10175,valid,60369
10176,valid,59827
10177,invalid,59831
10178,valid,59922
10179,invalid,59835
10180,invalid,59873
10181,invalid,59840
10182,valid,59837
10183,valid,59872
10184,invalid,59835
10185,invalid,60173
10186,valid,59861
10187,invalid,59887
10188,invalid,59784
10189,invalid,59859
10190,valid,59841
10191,invalid,59852
10192,valid,59926
10193,valid,59870
10194,invalid,59828
10195,valid,60401
10196,valid,59883
10197,invalid,59922
10198,invalid,60044
10199,valid,59916
10200,invalid,59875
10201,valid,59872
10202,invalid,59867
10203,invalid,59857
10204,valid,59890
10205,valid,61190
10206,invalid,59864
10207,valid,59863
10208,valid,59903
10209,valid,59555
10210,invalid,59800
10211,invalid,59858
10212,valid,59833
10213,valid,59962
10214,invalid,59867
10215,invalid,60349
10216,invalid,59894
10217,invalid,59823
10218,valid,59890
10219,valid,59843
10220,valid,59855
